Date,Revenue,Year,Month,rolling_mean,rolling_std
2020-02-01,-0.6753423009999997,0.0,1.0,0.08140317686666698,-0.026838292503545857
2020-02-02,0.599519312,0.0,0.0,0.07389553409999983,0.02737487916087078
2020-02-03,-0.029513370000000094,0.0,0.0,0.08975207196666668,-0.001311711683439909
2020-02-04,0.2779313059999997,0.0,0.0,0.07360905533333328,0.03347468425232325
2020-02-05,-0.016796328999999943,0.0,0.0,0.10554585439999986,-0.017979258255269248
2020-02-06,0.312775786,0.0,0.0,0.10309679469999988,0.009315034480494644
2020-02-07,-0.4163788249999998,0.0,0.0,0.09312426416666719,-0.028093702371161378
2020-02-08,0.40165156999999985,0.0,0.0,0.10893343663333299,-0.026154869546253234
2020-02-09,-0.8789474779999997,0.0,0.0,0.06540371893333319,-0.03980527266972489
2020-02-10,-0.2934743270000002,0.0,0.0,0.04293566423333317,-0.027692649683192072
2020-02-11,0.03412023700000022,0.0,0.0,0.0490957896666675,-0.039294662554981485
2020-02-12,0.16007219699999986,0.0,0.0,0.05432783856666612,-0.04363853750122737
2020-02-13,0.7296479150000001,0.0,0.0,0.07812548683333365,-0.033080558070217814
2020-02-14,-0.37210923900000026,0.0,0.0,0.062194678666666725,-0.04611702474751378
2020-02-15,0.2655615290000002,0.0,0.0,0.06514663313333324,-0.03545362379747696
2020-02-16,-0.3399218180000001,0.0,0.0,0.05152812186666633,-0.046205133711587965
2020-02-17,0.1804968680000001,0.0,0.0,0.05486980330000035,-0.04558250020971544
2020-02-18,-0.199028502,0.0,0.0,0.038312618333333326,-0.0339443084426333
2020-02-19,-0.3254127760000003,0.0,0.0,0.026576634200000004,-0.034886361480243044
2020-02-20,0.6908771680000001,0.0,0.0,0.04876666116666639,-0.034836659175078444
2020-02-21,-0.25034210599999973,0.0,0.0,0.013833870066666698,-0.0027247173818167325
2020-02-22,0.387216456,0.0,0.0,0.06255430403333317,-0.07206588681573217
2020-02-23,-1.0504325010000004,0.0,0.0,0.007348564566667104,-0.014612885393713804
2020-02-24,-0.46680505699999975,0.0,0.0,-0.03323240196666699,0.04969013855633736
2020-02-25,-0.21161893799999998,0.0,0.0,-0.017674224399999883,0.04110617467059252
2020-02-26,0.012626873999999955,0.0,0.0,-0.048955509599999836,0.04957677034767466
2020-02-27,-0.14735762200000013,0.0,0.0,-0.04164447036666674,0.05501618405555819
2020-02-28,-0.22938727199999986,0.0,0.0,-0.06037944213333324,0.06124743643827657
2020-02-29,0.3193941389999999,0.0,0.0,-0.035352828300000194,0.03368043379101715
2020-03-01,0.5438317240000001,0.0,1.0,-0.0329048460000001,0.00266769635639863
2020-03-02,-0.13600195900000012,0.0,0.0,-0.014926834599999772,0.010015778935247188
2020-03-03,0.33569314299999986,0.0,0.0,-0.023721040233333213,-0.0019436010697825301
2020-03-04,-0.5880516949999999,0.0,0.0,-0.04233898440000017,0.014354814977955543
2020-03-05,0.845935941,0.0,0.0,-0.023405496566666795,-0.013269821904766999
2020-03-06,-1.083491305,0.0,0.0,-0.05896199576666694,0.012276276733120262
2020-03-07,0.721146273,0.0,0.0,-0.045349646199999594,-0.03028895545141208
2020-03-08,0.746753762,0.0,0.0,-0.006578559966667008,-0.006514777262845772
2020-03-09,-0.24918898800000022,0.0,0.0,-0.028273245233332744,-0.03321694470316516
2020-03-10,0.2402126840000003,0.0,0.0,0.009032093499999672,0.0061610651662434845
2020-03-11,0.9241086460000001,0.0,0.0,0.04961819260000011,0.05488662261631938
2020-03-12,0.05038853799999998,0.0,0.0,0.05016046930000018,0.050743545463459605
2020-03-13,1.1997179080000002,0.0,0.0,0.08481532633333266,0.14272473799916274
2020-03-14,0.3440148059999997,0.0,0.0,0.07196088936666722,0.13925382549072918
2020-03-15,0.6510118189999998,0.0,0.0,0.10606492463333295,0.18043226094883824
2020-03-16,0.2336044020000001,0.0,0.0,0.10499968706666651,0.1665622297888789
2020-03-17,0.06781863600000015,0.0,0.0,0.11859103553333394,0.1462505064214321
2020-03-18,-0.33244913000000054,0.0,0.0,0.10149283559999933,0.1025657982992716
2020-03-19,0.13421824600000054,0.0,0.0,0.11260106053333363,0.09709342814186672
2020-03-20,0.5793947140000002,0.0,0.0,0.1427613102000005,0.11560144545269058
2020-03-21,0.2569427909999993,0.0,0.0,0.1282968309666659,0.12125246292761394
2020-03-22,-0.7987337739999996,0.0,0.0,0.11001710870000059,0.06194330918016755
2020-03-23,1.1018471060000001,0.0,0.0,0.1338381303666667,0.11402971724026756
2020-03-24,-0.4597329300000004,0.0,0.0,0.15352811606666616,0.058949056724757476
2020-03-25,0.49180522999999976,0.0,0.0,0.1854817923000005,0.055678190378209536
2020-03-26,0.45579266100000027,0.0,0.0,0.20772884560000016,0.053745882425808134
2020-03-27,-1.079947894,0.0,0.0,0.17130968666666568,-0.012372220839435233
2020-03-28,0.7991860370000001,0.0,0.0,0.20286114196666727,-0.001859919379210151
2020-03-29,0.1806983070000001,0.0,0.0,0.21653066126666687,-0.025234864135665447
2020-03-30,-0.4192022710000005,0.0,0.0,0.19191078093333314,-0.045440345672905114
2020-03-31,0.6377343490000005,0.0,0.0,0.1950408684333338,-0.010210735265721471
2020-04-01,-1.0362687619999997,0.0,1.0,0.16503197499999978,-0.06955466873118255
2020-04-02,0.5492466839999999,0.0,0.0,0.17215042636666666,-0.05134189290663205
2020-04-03,-0.044426555000000256,0.0,0.0,0.19027126436666641,-0.10762712652472373
2020-04-04,-0.6235185479999998,0.0,0.0,0.14128944806666688,-0.08817082549077049
2020-04-05,0.2680567580000002,0.0,0.0,0.1863410501666669,-0.1872805996786484
2020-04-06,-0.7725427750000007,0.0,0.0,0.13655141523333203,-0.1690602613136325
2020-04-07,0.13092554600000028,0.0,0.0,0.11602380803333379,-0.13270902926377204
2020-04-08,0.4476365710000003,0.0,0.0,0.13925132666666684,-0.1818505059158102
2020-04-09,-0.537198074,0.0,0.0,0.11333763473333391,-0.2032841967294874
2020-04-10,0.12373383999999987,0.0,0.0,0.08665847453333342,-0.14348336037971876
2020-04-11,-0.43242926699999984,0.0,0.0,0.0705645476999992,-0.16583602097117545
2020-04-12,0.3612507850000002,0.0,0.0,0.042615643599999586,-0.06930800771263812
2020-04-13,0.2791078779999996,0.0,0.0,0.04045207933333472,-0.05351555571369826
2020-04-14,-0.31424834700000037,0.0,0.0,0.008276740466665267,-0.009362469651495897
2020-04-15,-0.23057526699999986,0.0,0.0,-0.007195915166666289,0.008135824839150096
2020-04-16,0.45302423000000047,0.0,0.0,0.005644271300000447,-0.0036406656466894116
2020-04-17,0.5770280469999998,0.0,0.0,0.03596017719999978,-0.016778351994355067
2020-04-18,0.7656299569999998,0.0,0.0,0.05700723423333365,0.016548762996022814
2020-04-19,0.08726542699999928,0.0,0.0,0.040602924666666595,0.03205009488795929
2020-04-20,0.0003421060000015075,0.0,0.0,0.03204956849999974,0.029072054554956872
2020-04-21,-0.0898202760000002,0.0,0.0,0.0556800184333337,0.004015639555592032
2020-04-22,-0.3712071880000005,0.0,0.0,0.006578208633333027,0.004099552532352946
2020-04-23,-0.40880984799999975,0.0,0.0,0.008275644699999418,-0.0008731286381635783
2020-04-24,-0.8547868620000001,0.0,0.0,-0.03661075836666505,0.013804735680629121
2020-04-25,1.1088992380000002,0.0,0.0,-0.014840539133333941,-0.013945773108356985
2020-04-26,-0.4168036190000004,0.0,0.0,0.007264270033333631,-0.0020132269516032197
2020-04-27,1.0277243380000005,0.0,0.0,0.014882213399999067,0.017813946046045692
2020-04-28,-0.6992096290000003,0.0,0.0,-0.014448051133333806,-0.01112578445920942
2020-04-29,0.27566991299999977,0.0,0.0,0.008714355000000396,0.005761329934950599
2020-04-30,-0.49564147899999966,0.0,0.0,-0.02906483926666681,-0.023383333796941908
2020-05-01,0.02097158599999993,0.0,1.0,0.006176505666666721,-9.253072127790585e-05
2020-05-02,-0.36645185900000055,0.0,0.0,-0.02434677910000005,-0.0037631666477834225
2020-05-03,0.49564087400000023,0.0,0.0,-0.006344531466666581,-0.0035822902713344984
2020-05-04,0.2836144489999999,0.0,0.0,0.023893235100000965,0.006226334401698175
2020-05-05,-0.21320526299999987,0.0,0.0,0.007851167733332609,0.002184574693458341
2020-05-06,0.23732249299999975,0.0,0.0,0.04151334333333434,-0.008915708464742655
2020-05-07,-0.08145721499999947,0.0,0.0,0.03443391796666617,-0.008283122971865509
2020-05-08,0.630211158999999,0.0,0.0,0.04051973756666616,0.024782308524874064
2020-05-09,-0.7012456909999996,0.0,0.0,0.03505148366666688,-0.017444013909486467
2020-05-10,0.36462238500000055,0.0,0.0,0.04308110183333369,-0.006701525880051018
2020-05-11,0.05056150199999987,0.0,0.0,0.05918079413333288,-0.03500774811193219
2020-05-12,0.09111856699999965,0.0,0.0,0.050176386866667144,-0.015026160821834944
2020-05-13,-0.15235896999999987,0.0,0.0,0.035794158599999015,-0.0095747237434759
2020-05-14,0.4067915080000004,0.0,0.0,0.05982882043333415,-0.016576992488850695
2020-05-15,-0.4233734629999999,0.0,0.0,0.053402213900000106,-0.05884964712946644
2020-05-16,-0.3053250750000007,0.0,0.0,0.0281239037333334,-0.03198545690498372
2020-05-17,-0.8410504809999999,0.0,0.0,-0.0191453805333337,0.02793122522692687
2020-05-18,1.0000253310000007,0.0,0.0,-0.01133220140000013,-0.006896987199650262
2020-05-19,-0.4492796270000001,0.0,0.0,-0.029217036533332852,-0.007258782897728577
2020-05-20,0.060979543999999386,0.0,0.0,-0.02719578860000027,-0.01065159138857813
2020-05-21,0.26657141000000006,0.0,0.0,-0.015316065733333772,-0.010180536606818336
